RowId,Time,LatitudeDegrees,LongitudeDegrees,DistanceMeters,AltitudeMeters,HeartRate,Cadence,Watts,Speed
2639,2020/2/12 10:32,51.374508,-0.35779,,17.2,146,83,195,
2640,2020/2/12 10:32,51.374469,-0.357881,,17,145,83,180,
2641,2020/2/12 10:32,51.374434,-0.357976,,17,145,84,179,
2642,2020/2/12 10:32,51.374396,-0.358068,,17.2,145,83,177,
2643,2020/2/12 10:32,51.374362,-0.35816,,17,145,82,252,
2644,2020/2/12 10:32,51.374326,-0.358252,,17,145,81,309,
2645,2020/2/12 10:32,51.374288,-0.35834,,17.2,145,85,189,
2646,2020/2/12 10:32,51.374248,-0.358426,,17.6,145,81,203,
2647,2020/2/12 10:32,51.374208,-0.35851,,18.6,144,81,209,
2648,2020/2/12 10:32,51.374168,-0.358588,,18.4,144,77,257,
2649,2020/2/12 10:32,51.374125,-0.358661,,18.4,145,78,194,
2650,2020/2/12 10:32,51.374078,-0.358729,,18.2,144,79,174,
2651,2020/2/12 10:32,51.374031,-0.358793,,18.4,145,78,219,
2652,2020/2/12 10:32,51.373983,-0.358857,,18.4,144,80,199,
2653,2020/2/12 10:32,51.373934,-0.358923,,18.6,145,80,162,
2654,2020/2/12 10:32,51.373886,-0.358988,,18.8,144,78,179,
2655,2020/2/12 10:32,51.373838,-0.359053,,18.8,145,77,227,
2656,2020/2/12 10:32,51.373791,-0.359118,,19,145,78,236,
2657,2020/2/12 10:32,51.373745,-0.359179,,18.8,145,77,226,
2658,2020/2/12 10:32,51.373699,-0.359237,,19,144,75,242,
2659,2020/2/12 10:32,51.373651,-0.359297,,19,144,75,201,
2660,2020/2/12 10:32,51.373603,-0.359358,,19.2,144,82,201,
2661,2020/2/12 10:32,51.373552,-0.359422,,19.6,144,81,255,
2662,2020/2/12 10:32,51.373504,-0.35948,,19.8,144,82,250,
2663,2020/2/12 10:32,51.373454,-0.359539,,20,144,81,220,
2664,2020/2/12 10:32,51.373403,-0.359598,,19.8,144,81,253,
2665,2020/2/12 10:32,51.373354,-0.35966,,20,144,81,245,
2666,2020/2/12 10:32,51.373307,-0.359718,,20.4,144,81,261,
2667,2020/2/12 10:32,51.37326,-0.359777,,20.6,144,79,248,
2668,2020/2/12 10:32,51.373213,-0.359835,,20.6,144,78,259,
2669,2020/2/12 10:32,51.373163,-0.359891,,20.6,144,79,250,
2670,2020/2/12 10:32,51.373113,-0.359948,,20.6,144,82,254,
2671,2020/2/12 10:32,51.373064,-0.360004,,21.2,144,80,292,
2672,2020/2/12 10:32,51.373015,-0.360057,,21,145,79,255,
2673,2020/2/12 10:32,51.372968,-0.36011,,21.2,145,91,235,
2674,2020/2/12 10:32,51.372921,-0.360164,,21.6,145,87,253,
2675,2020/2/12 10:32,51.372873,-0.360219,,21.6,146,88,226,
2676,2020/2/12 10:32,51.37283,-0.360274,,21.6,147,87,238,
2677,2020/2/12 10:32,51.372786,-0.360328,,21.8,147,84,241,
2678,2020/2/12 10:32,51.372742,-0.360381,,22,147,84,260,
2679,2020/2/12 10:32,51.372698,-0.360434,,22.4,147,84,260,
2680,2020/2/12 10:32,51.372656,-0.360487,,22.6,148,82,249,
2681,2020/2/12 10:32,51.372614,-0.360538,,22.8,148,81,257,
2682,2020/2/12 10:32,51.372571,-0.360592,,23.2,148,80,291,
2683,2020/2/12 10:32,51.372529,-0.360647,,23.4,149,82,254,
2684,2020/2/12 10:32,51.372488,-0.3607,,23.6,149,82,224,
2685,2020/2/12 10:32,51.372445,-0.360752,,23.6,149,82,231,
2686,2020/2/12 10:32,51.372403,-0.360807,,23.8,149,82,215,
2687,2020/2/12 10:32,51.372362,-0.360862,,24,149,82,210,
2688,2020/2/12 10:32,51.372322,-0.360919,,24,149,82,228,
2689,2020/2/12 10:32,51.372282,-0.360977,,24.2,150,82,211,
2690,2020/2/12 10:32,51.372241,-0.361037,,24.6,150,84,184,
2691,2020/2/12 10:32,51.372202,-0.3611,,25,150,81,275,
2692,2020/2/12 10:33,51.372163,-0.361162,,25.2,150,86,297,
2693,2020/2/12 10:33,51.37212,-0.361221,,25.4,150,86,308,
2694,2020/2/12 10:33,51.372078,-0.361284,,25.8,151,85,250,
2695,2020/2/12 10:33,51.372037,-0.361345,,26,151,86,211,
2696,2020/2/12 10:33,51.371997,-0.361408,,26,151,85,177,
2697,2020/2/12 10:33,51.371957,-0.361472,,26.2,151,85,218,
2698,2020/2/12 10:33,51.371916,-0.361533,,26.4,151,85,248,
2699,2020/2/12 10:33,51.371874,-0.361596,,26.4,151,88,208,
2700,2020/2/12 10:33,51.371833,-0.36166,,26.6,151,87,235,
2701,2020/2/12 10:33,51.371792,-0.361722,,26.6,151,87,213,
2702,2020/2/12 10:33,51.371748,-0.361781,,26.8,152,87,241,
2703,2020/2/12 10:33,51.371705,-0.361842,,27.2,151,88,204,
2704,2020/2/12 10:33,51.371664,-0.361907,,27.4,152,85,204,
2705,2020/2/12 10:33,51.371625,-0.36197,,28,152,86,167,
2706,2020/2/12 10:33,51.371586,-0.362033,,28.2,151,85,234,
2707,2020/2/12 10:33,51.371547,-0.362091,,28.4,151,83,186,
2708,2020/2/12 10:33,51.371509,-0.362152,,28.2,152,83,207,
2709,2020/2/12 10:33,51.371469,-0.362213,,28,151,81,207,
2710,2020/2/12 10:33,51.371429,-0.362275,,28.2,151,83,194,
2711,2020/2/12 10:33,51.371389,-0.36234,,28.4,151,83,168,
2712,2020/2/12 10:33,51.37135,-0.362405,,28.6,150,84,168,
2713,2020/2/12 10:33,51.37131,-0.362471,,28.8,150,84,175,
2714,2020/2/12 10:33,51.371271,-0.362536,,28.8,150,84,214,
2715,2020/2/12 10:33,51.371232,-0.362598,,28.8,149,84,203,
2716,2020/2/12 10:33,51.371191,-0.362664,,28.6,149,86,189,
2717,2020/2/12 10:33,51.37115,-0.36273,,28.8,149,84,328,
2718,2020/2/12 10:33,51.371109,-0.362795,,29,148,86,218,
2719,2020/2/12 10:33,51.371068,-0.362858,,29.2,148,86,173,
2720,2020/2/12 10:33,51.371025,-0.36292,,29,148,85,183,
2721,2020/2/12 10:33,51.370987,-0.362988,,29.2,148,86,146,
2722,2020/2/12 10:33,51.370951,-0.363055,,29.6,147,82,160,
2723,2020/2/12 10:33,51.370914,-0.363123,,29.8,148,81,166,
2724,2020/2/12 10:33,51.370877,-0.363189,,29.6,148,81,196,
2725,2020/2/12 10:33,51.370837,-0.363257,,29.4,148,82,232,
2726,2020/2/12 10:33,51.370799,-0.363325,,29.6,147,84,305,
2727,2020/2/12 10:33,51.370759,-0.363396,,29.8,148,88,238,
2728,2020/2/12 10:33,51.370717,-0.363466,,30,148,88,208,
2729,2020/2/12 10:33,51.370675,-0.363535,,30.2,148,88,208,
2730,2020/2/12 10:33,51.370636,-0.363604,,30.2,148,89,174,
2731,2020/2/12 10:33,51.370595,-0.363666,,30.2,147,89,0,
2732,2020/2/12 10:33,51.370556,-0.363728,,30.4,147,89,0,
2733,2020/2/12 10:33,51.370523,-0.363788,,30.6,146,0,0,
2734,2020/2/12 10:33,51.370492,-0.363843,,30.6,146,0,0,
2735,2020/2/12 10:33,51.370464,-0.363894,,30.6,144,0,0,
2736,2020/2/12 10:33,51.370438,-0.363941,,30.4,143,0,0,
2737,2020/2/12 10:33,51.370413,-0.363983,,30.6,142,0,0,
2738,2020/2/12 10:33,51.370391,-0.364018,,30.8,141,0,0,
2739,2020/2/12 10:33,51.370379,-0.364038,,30.8,141,0,0,
2740,2020/2/12 10:33,51.370378,-0.364042,,30.6,139,0,0,
2741,2020/2/12 10:34,51.37036,-0.364076,,29.8,118,34,0,
2742,2020/2/12 10:34,51.370342,-0.364108,,29.6,119,34,274,
2743,2020/2/12 10:34,51.370319,-0.364147,,29.8,120,34,274,
2744,2020/2/12 10:34,51.37029,-0.364191,,30,121,29,157,
2745,2020/2/12 10:34,51.370259,-0.364242,,30.4,121,51,396,
2746,2020/2/12 10:34,51.370225,-0.364297,,30.6,123,65,400,
2747,2020/2/12 10:34,51.370189,-0.364356,,31,124,78,441,
2748,2020/2/12 10:34,51.370154,-0.364419,,31.2,126,79,293,
2749,2020/2/12 10:34,51.370118,-0.364483,,31.4,128,80,208,
2750,2020/2/12 10:34,51.370084,-0.364547,,31.8,128,81,207,
2751,2020/2/12 10:34,51.370048,-0.364611,,32,129,80,227,
2752,2020/2/12 10:34,51.370011,-0.364674,,32.2,129,83,154,
2753,2020/2/12 10:34,51.369972,-0.364736,,32.4,130,83,133,
2754,2020/2/12 10:34,51.369937,-0.364797,,32.6,129,82,133,
2755,2020/2/12 10:34,51.369901,-0.364857,,32.8,129,82,163,
2756,2020/2/12 10:34,51.369867,-0.364902,,32.8,128,79,163,
2757,2020/2/12 10:34,51.369833,-0.364944,,33,126,79,140,
2758,2020/2/12 10:34,51.369803,-0.364991,,33,126,43,140,
2759,2020/2/12 10:34,51.369771,-0.365042,,33,125,43,247,
2760,2020/2/12 10:34,51.36974,-0.365094,,33,126,65,247,
2761,2020/2/12 10:34,51.369706,-0.365154,,33.4,125,68,189,
2762,2020/2/12 10:34,51.369673,-0.365207,,33.6,125,70,187,
2763,2020/2/12 10:34,51.369648,-0.365243,,33.6,126,70,0,
2764,2020/2/12 10:34,51.369627,-0.365277,,33.4,125,70,0,
2765,2020/2/12 10:34,51.369611,-0.365303,,33.2,125,0,0,
2766,2020/2/12 10:34,51.369601,-0.365321,,33.4,124,0,0,
2767,2020/2/12 10:34,51.369591,-0.365337,,33.6,124,0,0,
2768,2020/2/12 10:34,51.369583,-0.365351,,33.6,122,0,0,
2769,2020/2/12 10:34,51.369574,-0.365363,,33.8,121,0,0,
2770,2020/2/12 10:34,51.369563,-0.365373,,33.8,120,0,0,
2771,2020/2/12 10:34,51.369552,-0.365383,,34.2,120,0,0,
2772,2020/2/12 10:34,51.369547,-0.365391,,34,119,0,0,
2773,2020/2/12 10:34,51.369546,-0.36539,,33.4,118,0,0,
2774,2020/2/12 10:34,51.369527,-0.365419,,33.8,111,0,0,
2775,2020/2/12 10:34,51.369504,-0.365451,,33.8,112,0,0,
2776,2020/2/12 10:35,51.369481,-0.365484,,33.8,113,0,0,
2777,2020/2/12 10:35,51.369458,-0.365514,,33.8,114,0,0,
2778,2020/2/12 10:35,51.369428,-0.365545,,34,114,32,172,
2779,2020/2/12 10:35,51.369393,-0.365584,,34.2,114,32,431,
2780,2020/2/12 10:35,51.369357,-0.365631,,34.4,115,48,431,
2781,2020/2/12 10:35,51.369321,-0.365679,,34.6,116,65,400,
2782,2020/2/12 10:35,51.369284,-0.365729,,34.8,117,78,396,
2783,2020/2/12 10:35,51.369246,-0.365778,,35,118,80,265,
2784,2020/2/12 10:35,51.369202,-0.36583,,35.6,119,81,258,
2785,2020/2/12 10:35,51.369153,-0.365884,,35.6,120,83,269,
2786,2020/2/12 10:35,51.369107,-0.36594,,35.6,121,84,262,
2787,2020/2/12 10:35,51.369061,-0.365997,,35.8,122,86,276,
2788,2020/2/12 10:35,51.369013,-0.366055,,36,124,87,317,
2789,2020/2/12 10:35,51.368964,-0.36611,,36.2,125,89,254,
2790,2020/2/12 10:35,51.368917,-0.366169,,36.2,126,89,231,
2791,2020/2/12 10:35,51.368869,-0.366232,,36.4,127,90,231,
2792,2020/2/12 10:35,51.368825,-0.366292,,36.6,128,90,172,
2793,2020/2/12 10:35,51.368781,-0.366351,,36.8,130,87,199,
2794,2020/2/12 10:35,51.368737,-0.366411,,37,131,86,216,
2795,2020/2/12 10:35,51.368693,-0.366471,,37,131,86,270,
2796,2020/2/12 10:35,51.368648,-0.366529,,37,132,86,217,
2797,2020/2/12 10:35,51.368608,-0.366593,,37.2,134,87,177,
2798,2020/2/12 10:35,51.36857,-0.366658,,37.4,134,88,176,
2799,2020/2/12 10:35,51.368532,-0.36672,,37.4,135,87,177,
2800,2020/2/12 10:35,51.368495,-0.366783,,37.8,136,86,180,
2801,2020/2/12 10:35,51.368457,-0.366843,,38.2,136,88,183,
2802,2020/2/12 10:35,51.368419,-0.366904,,38.4,137,80,196,
2803,2020/2/12 10:35,51.368379,-0.36697,,38,138,83,142,
2804,2020/2/12 10:35,51.368339,-0.367034,,38.2,138,80,156,
2805,2020/2/12 10:35,51.368296,-0.367094,,38.4,138,82,223,
2806,2020/2/12 10:35,51.368254,-0.367153,,38.8,139,82,208,
2807,2020/2/12 10:35,51.36821,-0.367211,,39,139,83,175,
2808,2020/2/12 10:35,51.368165,-0.367272,,39.2,139,85,174,
2809,2020/2/12 10:35,51.368118,-0.367334,,39,140,82,234,
2810,2020/2/12 10:35,51.368074,-0.367393,,39.2,140,85,189,
2811,2020/2/12 10:35,51.368028,-0.36745,,39.4,140,82,196,
2812,2020/2/12 10:35,51.367981,-0.367506,,39.6,140,84,80,
2813,2020/2/12 10:35,51.367935,-0.367567,,40,141,76,237,
2814,2020/2/12 10:35,51.367887,-0.367625,,40.2,141,78,201,
2815,2020/2/12 10:35,51.367838,-0.367675,,40.6,141,78,163,
2816,2020/2/12 10:35,51.36779,-0.367731,,40.6,141,77,198,
2817,2020/2/12 10:35,51.367742,-0.367783,,40.8,141,77,185,
2818,2020/2/12 10:35,51.367693,-0.367833,,40.6,141,76,224,
2819,2020/2/12 10:35,51.367647,-0.367885,,40.8,141,76,186,
2820,2020/2/12 10:35,51.367601,-0.367937,,40.8,141,77,229,
2821,2020/2/12 10:35,51.367556,-0.367986,,40.6,142,74,222,
2822,2020/2/12 10:35,51.367513,-0.368036,,40.4,142,75,155,
2823,2020/2/12 10:35,51.367469,-0.368083,,40.2,142,69,186,
2824,2020/2/12 10:35,51.367425,-0.368129,,40.4,142,81,126,
2825,2020/2/12 10:35,51.367381,-0.368177,,40.2,142,78,237,
2826,2020/2/12 10:35,51.367336,-0.368223,,40.4,142,79,206,
2827,2020/2/12 10:35,51.367292,-0.368266,,41.2,142,78,232,
2828,2020/2/12 10:35,51.367245,-0.368309,,41.6,143,78,242,
2829,2020/2/12 10:35,51.367195,-0.368348,,41.8,143,80,227,
2830,2020/2/12 10:35,51.367146,-0.368387,,41.6,143,82,192,
2831,2020/2/12 10:35,51.367097,-0.368429,,41.4,143,84,154,
2832,2020/2/12 10:35,51.367048,-0.368471,,41.4,143,85,164,
2833,2020/2/12 10:35,51.366997,-0.368513,,41.6,142,84,162,
2834,2020/2/12 10:35,51.366947,-0.368557,,41.8,142,85,168,
2835,2020/2/12 10:35,51.366896,-0.3686,,42,142,83,183,
2836,2020/2/12 10:36,51.366847,-0.368638,,42.4,142,86,162,
2837,2020/2/12 10:36,51.366796,-0.368675,,42.6,142,83,228,
2838,2020/2/12 10:36,51.366746,-0.368716,,42.6,142,83,275,
2839,2020/2/12 10:36,51.366694,-0.368751,,42.6,142,83,248,
2840,2020/2/12 10:36,51.366643,-0.368785,,42.8,142,82,277,
2841,2020/2/12 10:36,51.366595,-0.368819,,43,142,83,238,
2842,2020/2/12 10:36,51.366548,-0.368853,,43.6,142,81,245,
2843,2020/2/12 10:36,51.366502,-0.368893,,43.8,142,79,268,
2844,2020/2/12 10:36,51.366456,-0.368931,,43.8,143,78,246,
2845,2020/2/12 10:36,51.366412,-0.368972,,43.6,143,75,262,
2846,2020/2/12 10:36,51.366369,-0.369012,,43.6,143,75,263,
2847,2020/2/12 10:36,51.366326,-0.369048,,44,144,75,290,
2848,2020/2/12 10:36,51.366286,-0.369087,,44.2,144,74,290,
2849,2020/2/12 10:36,51.366243,-0.369126,,44.6,145,75,308,
2850,2020/2/12 10:36,51.3662,-0.369168,,44.6,145,79,240,
2851,2020/2/12 10:36,51.366155,-0.36921,,44.6,145,76,269,
2852,2020/2/12 10:36,51.366113,-0.369257,,44.8,146,78,269,
2853,2020/2/12 10:36,51.36607,-0.369305,,44.6,146,79,263,
2854,2020/2/12 10:36,51.366028,-0.369353,,44.6,146,79,222,
2855,2020/2/12 10:36,51.365986,-0.369403,,44.8,147,80,220,
2856,2020/2/12 10:36,51.365944,-0.36945,,45.2,147,80,195,
2857,2020/2/12 10:36,51.365901,-0.369497,,45.4,147,78,251,
2858,2020/2/12 10:36,51.365858,-0.369544,,46,147,78,248,
2859,2020/2/12 10:36,51.365817,-0.36959,,46.2,147,79,221,
2860,2020/2/12 10:36,51.365777,-0.369636,,46.2,147,79,198,
2861,2020/2/12 10:36,51.365737,-0.369683,,46.4,148,80,183,
2862,2020/2/12 10:36,51.365696,-0.369728,,46.4,148,81,192,
2863,2020/2/12 10:36,51.365654,-0.369771,,46.6,147,82,184,
2864,2020/2/12 10:36,51.36561,-0.369816,,46.4,148,74,138,
2865,2020/2/12 10:36,51.365565,-0.369861,,46.4,148,72,172,
2866,2020/2/12 10:36,51.36552,-0.369906,,46.2,148,71,226,
2867,2020/2/12 10:36,51.365472,-0.369951,,46.4,148,72,201,
2868,2020/2/12 10:36,51.365423,-0.369994,,46.4,148,73,169,
2869,2020/2/12 10:36,51.365374,-0.370038,,46.4,147,77,134,
2870,2020/2/12 10:36,51.365323,-0.370082,,46,147,78,134,
2871,2020/2/12 10:36,51.36527,-0.370126,,46,147,81,128,
2872,2020/2/12 10:36,51.365215,-0.37017,,45.6,147,81,117,
2873,2020/2/12 10:36,51.365157,-0.370218,,45.6,146,81,61,
2874,2020/2/12 10:36,51.365097,-0.37027,,45.4,146,48,61,
2875,2020/2/12 10:36,51.365036,-0.370324,,44.8,145,54,79,
2876,2020/2/12 10:36,51.364972,-0.370379,,45,144,57,174,
2877,2020/2/12 10:36,51.364901,-0.370437,,44.6,143,61,134,
2878,2020/2/12 10:36,51.364825,-0.370498,,44.2,142,61,126,
2879,2020/2/12 10:36,51.364748,-0.370562,,43.2,142,63,126,
2880,2020/2/12 10:36,51.364671,-0.370624,,42.4,141,69,110,
2881,2020/2/12 10:36,51.364588,-0.37069,,41.8,140,71,152,
2882,2020/2/12 10:36,51.364496,-0.370761,,41.8,140,72,160,
2883,2020/2/12 10:36,51.364411,-0.370837,,41.2,139,74,127,
2884,2020/2/12 10:36,51.364312,-0.370915,,40.4,139,75,108,
2885,2020/2/12 10:36,51.364213,-0.370995,,39.4,138,76,112,
2886,2020/2/12 10:36,51.364109,-0.371076,,39,137,78,124,
2887,2020/2/12 10:36,51.364007,-0.371157,,38.8,136,78,110,
2888,2020/2/12 10:36,51.363908,-0.371241,,38.6,136,78,117,
2889,2020/2/12 10:36,51.36381,-0.371323,,38.4,135,79,117,
2890,2020/2/12 10:36,51.363713,-0.371401,,38,134,79,129,
2891,2020/2/12 10:36,51.363615,-0.371479,,37.2,134,79,129,
2892,2020/2/12 10:36,51.363516,-0.371557,,36.6,134,80,122,
2893,2020/2/12 10:36,51.363411,-0.371638,,36.4,133,79,139,
2894,2020/2/12 10:36,51.363303,-0.371715,,36.4,133,89,96,
2895,2020/2/12 10:36,51.36319,-0.371789,,36.2,133,84,189,
2896,2020/2/12 10:37,51.363078,-0.371854,,35.4,133,85,167,
2897,2020/2/12 10:37,51.362969,-0.371912,,34.6,132,85,147,
2898,2020/2/12 10:37,51.362855,-0.371963,,34.6,132,85,153,
2899,2020/2/12 10:37,51.362745,-0.372012,,34.8,132,85,135,
2900,2020/2/12 10:37,51.362618,-0.372067,,34.6,132,83,131,
2901,2020/2/12 10:37,51.362504,-0.372123,,33.8,132,89,180,
2902,2020/2/12 10:37,51.362391,-0.372195,,34.2,132,87,185,
2903,2020/2/12 10:37,51.362294,-0.372275,,34.2,132,88,166,
2904,2020/2/12 10:37,51.362211,-0.372371,,33.6,132,87,160,
2905,2020/2/12 10:37,51.362132,-0.37247,,33.6,131,86,166,
2906,2020/2/12 10:37,51.362055,-0.372575,,33.6,131,87,137,
2907,2020/2/12 10:37,51.361983,-0.372686,,33.4,132,87,148,
2908,2020/2/12 10:37,51.361914,-0.372801,,33,131,85,174,
2909,2020/2/12 10:37,51.36185,-0.372921,,32.8,131,84,131,
2910,2020/2/12 10:37,51.361789,-0.373045,,32.6,132,83,168,
2911,2020/2/12 10:37,51.361729,-0.373171,,32.2,131,90,111,
2912,2020/2/12 10:37,51.361672,-0.373293,,32,131,86,141,
2913,2020/2/12 10:37,51.361617,-0.373412,,31.4,131,88,162,
2914,2020/2/12 10:37,51.361563,-0.37353,,31.2,132,86,190,
2915,2020/2/12 10:37,51.361508,-0.373647,,30.8,132,85,169,
2916,2020/2/12 10:37,51.361455,-0.373762,,30.8,132,85,216,
2917,2020/2/12 10:37,51.361401,-0.373877,,30.8,132,84,193,
2918,2020/2/12 10:37,51.361348,-0.373993,,30.4,131,84,168,
2919,2020/2/12 10:37,51.361293,-0.37411,,30.6,132,84,180,
2920,2020/2/12 10:37,51.361239,-0.374227,,30.6,132,84,173,
2921,2020/2/12 10:37,51.361186,-0.374344,,30.4,132,83,173,
2922,2020/2/12 10:37,51.361133,-0.374459,,30.4,131,89,152,
2923,2020/2/12 10:37,51.361081,-0.374576,,29.8,131,93,135,
2924,2020/2/12 10:37,51.36103,-0.374693,,30.2,131,93,165,
2925,2020/2/12 10:37,51.360976,-0.374806,,29.8,131,93,165,
2926,2020/2/12 10:37,51.360921,-0.374914,,29.6,131,93,151,
2927,2020/2/12 10:37,51.360865,-0.37502,,29.6,130,90,151,
2928,2020/2/12 10:37,51.36081,-0.375127,,29.6,130,89,178,
2929,2020/2/12 10:37,51.360757,-0.375228,,29.4,130,88,159,
2930,2020/2/12 10:37,51.360705,-0.375328,,29,131,87,183,
2931,2020/2/12 10:37,51.360651,-0.37543,,29.2,131,88,181,
2932,2020/2/12 10:37,51.360599,-0.37553,,29,132,86,184,
2933,2020/2/12 10:37,51.360549,-0.375629,,29.4,132,88,177,
2934,2020/2/12 10:37,51.360499,-0.375724,,29,133,88,165,
2935,2020/2/12 10:37,51.360448,-0.375822,,29.2,134,85,187,
2936,2020/2/12 10:37,51.360397,-0.375925,,28.8,134,87,199,
2937,2020/2/12 10:37,51.360345,-0.376029,,28.8,134,86,201,
2938,2020/2/12 10:37,51.360291,-0.37613,,28.6,134,91,138,
2939,2020/2/12 10:37,51.360236,-0.376231,,29,135,93,213,
2940,2020/2/12 10:37,51.360173,-0.376332,,28.6,135,96,188,
2941,2020/2/12 10:37,51.360113,-0.376431,,28.8,136,95,205,
2942,2020/2/12 10:37,51.360053,-0.376529,,28.6,136,94,192,
2943,2020/2/12 10:37,51.359992,-0.376626,,29,136,93,193,
2944,2020/2/12 10:37,51.359941,-0.376718,,29.2,136,92,180,
2945,2020/2/12 10:37,51.35989,-0.376807,,29,136,90,167,
2946,2020/2/12 10:37,51.359842,-0.376899,,28.6,136,91,212,
2947,2020/2/12 10:37,51.359793,-0.37699,,28.6,136,83,314,
2948,2020/2/12 10:37,51.359747,-0.37708,,28.4,136,91,169,
2949,2020/2/12 10:37,51.359698,-0.377166,,29,137,92,233,
2950,2020/2/12 10:37,51.359651,-0.37725,,29.2,137,92,276,
2951,2020/2/12 10:37,51.359603,-0.377329,,29.6,137,90,276,
2952,2020/2/12 10:37,51.359559,-0.377403,,30,138,83,312,
2953,2020/2/12 10:37,51.359517,-0.377473,,30.4,138,79,210,
2954,2020/2/12 10:37,51.35948,-0.377539,,30.8,139,101,56,
2955,2020/2/12 10:37,51.359444,-0.377605,,31,138,85,325,
2956,2020/2/12 10:38,51.359411,-0.377669,,31,139,89,260,
2957,2020/2/12 10:38,51.359374,-0.377733,,31.2,139,89,275,
2958,2020/2/12 10:38,51.359338,-0.377796,,31.4,139,87,283,
2959,2020/2/12 10:38,51.359301,-0.377858,,31.6,139,87,266,
2960,2020/2/12 10:38,51.359264,-0.37792,,31.6,139,84,300,
2961,2020/2/12 10:38,51.359228,-0.377983,,31.8,139,84,277,
2962,2020/2/12 10:38,51.359191,-0.378044,,32,140,82,303,
2963,2020/2/12 10:38,51.359154,-0.378106,,32,140,82,262,
2964,2020/2/12 10:38,51.35912,-0.378167,,32.4,140,81,250,
2965,2020/2/12 10:38,51.359086,-0.378226,,32.6,141,81,221,
2966,2020/2/12 10:38,51.359053,-0.378283,,33,141,80,225,
2967,2020/2/12 10:38,51.359019,-0.378343,,33.2,142,81,206,
2968,2020/2/12 10:38,51.358985,-0.378405,,33.4,142,80,203,
2969,2020/2/12 10:38,51.358949,-0.378466,,33.4,142,79,218,
2970,2020/2/12 10:38,51.358909,-0.378527,,33.8,143,77,209,
2971,2020/2/12 10:38,51.358872,-0.378589,,34,143,78,198,
2972,2020/2/12 10:38,51.358838,-0.378646,,34.2,144,78,233,
2973,2020/2/12 10:38,51.358806,-0.378705,,34.4,144,78,201,
2974,2020/2/12 10:38,51.358772,-0.378763,,34.4,145,78,220,
2975,2020/2/12 10:38,51.358736,-0.378823,,34.4,145,78,204,
2976,2020/2/12 10:38,51.358702,-0.378886,,34.6,145,80,188,
2977,2020/2/12 10:38,51.358672,-0.37895,,34.8,146,81,178,
2978,2020/2/12 10:38,51.358639,-0.379011,,35,146,82,178,
2979,2020/2/12 10:38,51.358605,-0.37907,,35,146,83,180,
2980,2020/2/12 10:38,51.35857,-0.379131,,35,146,82,212,
2981,2020/2/12 10:38,51.358535,-0.379194,,35,146,82,190,
2982,2020/2/12 10:38,51.358497,-0.379259,,35,146,83,193,
2983,2020/2/12 10:38,51.358457,-0.379322,,35,146,84,181,
2984,2020/2/12 10:38,51.358417,-0.379384,,34.8,146,85,173,
2985,2020/2/12 10:38,51.358379,-0.379448,,34.6,146,85,159,
2986,2020/2/12 10:38,51.358339,-0.379511,,34.8,146,85,148,
2987,2020/2/12 10:38,51.358302,-0.379578,,34.6,146,85,146,
2988,2020/2/12 10:38,51.358263,-0.379641,,35.2,146,81,79,
2989,2020/2/12 10:38,51.358222,-0.379707,,35,145,75,205,
2990,2020/2/12 10:38,51.358178,-0.379775,,35.2,145,78,191,
2991,2020/2/12 10:38,51.358135,-0.379845,,35,145,77,130,
2992,2020/2/12 10:38,51.358094,-0.379921,,35.2,144,59,69,
2993,2020/2/12 10:38,51.358053,-0.379996,,35.2,144,54,224,
2994,2020/2/12 10:38,51.358009,-0.38007,,35,144,57,203,
2995,2020/2/12 10:38,51.357966,-0.380142,,35,143,66,133,
2996,2020/2/12 10:38,51.357921,-0.380218,,35,143,68,188,
2997,2020/2/12 10:38,51.357876,-0.380294,,35.4,142,68,264,
2998,2020/2/12 10:38,51.357827,-0.380365,,34.8,142,68,124,
2999,2020/2/12 10:38,51.357775,-0.380438,,34.6,141,75,124,
3000,2020/2/12 10:38,51.357725,-0.380509,,34.6,141,77,142,
3001,2020/2/12 10:38,51.357674,-0.380586,,34.6,141,75,53,
3002,2020/2/12 10:38,51.35762,-0.380666,,34.4,141,71,162,
3003,2020/2/12 10:38,51.357567,-0.380741,,34,140,73,117,
3004,2020/2/12 10:38,51.357503,-0.380824,,34,139,75,116,
3005,2020/2/12 10:38,51.357442,-0.380897,,33.8,139,75,145,
3006,2020/2/12 10:38,51.357381,-0.380971,,33.4,138,77,132,
3007,2020/2/12 10:38,51.357318,-0.381042,,33.4,137,77,111,
3008,2020/2/12 10:38,51.357242,-0.381112,,33.2,137,81,114,
3009,2020/2/12 10:38,51.357164,-0.381187,,33,136,81,102,
3010,2020/2/12 10:38,51.357092,-0.381257,,32.6,136,82,124,
3011,2020/2/12 10:38,51.357014,-0.381334,,31.8,136,85,142,
3012,2020/2/12 10:38,51.356933,-0.381413,,31.2,135,86,117,
3013,2020/2/12 10:38,51.35685,-0.381487,,30.6,135,89,116,
3014,2020/2/12 10:38,51.356767,-0.381559,,30.2,135,89,109,
3015,2020/2/12 10:38,51.356686,-0.381633,,30,135,89,151,
3016,2020/2/12 10:39,51.356599,-0.381702,,29.8,135,90,141,
3017,2020/2/12 10:39,51.356474,-0.38178,,29.8,134,90,164,
3018,2020/2/12 10:39,51.356371,-0.381852,,29.2,134,86,174,
3019,2020/2/12 10:39,51.356265,-0.381926,,29,135,87,177,
